State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total_Calls,Total_minutes,Service_pressure,Call_Per_Day,min_per_day
PA,52,408,No,No,0,215.9,67,217.0,108,342.8,130,5.2,2,1,False,307,780.9000000000001,0.018867924528301886,5.7924528301886795,14.733962264150945
TX,125,415,No,No,0,203.4,110,128.7,97,190.5,113,11.0,4,1,False,324,533.6,0.007936507936507936,2.5714285714285716,4.234920634920635
VA,143,510,No,No,0,110.1,113,169.0,59,166.7,94,9.2,2,1,False,268,455.0,0.006944444444444444,1.8611111111111112,3.1597222222222223
RI,65,415,No,No,0,111.0,51,219.8,84,202.0,89,4.4,14,1,False,238,537.1999999999999,0.015151515151515152,3.606060606060606,8.139393939393939
WI,80,415,No,No,0,239.9,121,142.3,51,364.3,106,9.3,5,1,False,283,755.8,0.012345679012345678,3.493827160493827,9.330864197530863
NC,43,415,No,No,0,84.2,134,80.8,103,196.1,79,10.8,2,1,False,318,371.90000000000003,0.022727272727272728,7.2272727272727275,8.452272727272728
NV,143,415,No,No,0,209.1,127,106.1,80,179.6,90,14.0,6,0,False,303,508.79999999999995,0.0,2.1041666666666665,3.533333333333333
UT,81,415,No,Yes,24,130.1,117,196.0,61,139.3,123,11.4,5,0,False,306,476.8,0.0,3.731707317073171,5.814634146341463
ME,205,510,No,Yes,24,175.8,139,155.0,98,180.7,64,7.8,5,2,False,306,519.3,0.009708737864077669,1.4854368932038835,2.520873786407767
HI,24,415,No,No,0,241.9,104,145.2,112,214.5,105,6.6,5,1,False,326,608.2,0.04,13.04,24.328000000000003
OH,74,415,No,No,0,136.7,106,228.6,105,265.3,114,9.8,4,0,False,329,640.3999999999999,0.0,4.386666666666667,8.538666666666664
OK,74,415,No,No,0,200.4,87,309.2,105,152.1,118,10.0,2,1,False,312,671.7,0.013333333333333334,4.16,8.956000000000001
KY,74,510,Yes,No,0,125.8,103,207.7,96,207.4,143,14.1,4,1,True,346,555.0,0.013333333333333334,4.613333333333333,7.4
AL,200,408,No,No,0,128.2,87,133.2,105,177.6,123,11.2,2,1,False,317,450.2,0.004975124378109453,1.5771144278606966,2.2398009950248756
MD,86,408,No,No,0,226.3,88,223.0,107,255.6,92,13.0,3,4,False,290,717.9,0.04597701149425287,3.3333333333333335,8.251724137931035
NE,91,510,No,Yes,37,162.3,107,233.9,115,277.4,94,9.2,4,0,False,320,682.8000000000001,0.0,3.4782608695652173,7.4217391304347835
TX,130,415,No,No,0,120.5,127,189.7,52,270.1,107,14.3,2,1,False,288,594.5999999999999,0.007633587786259542,2.198473282442748,4.538931297709923
OH,56,408,No,No,0,91.1,90,179.3,115,300.7,89,11.9,8,2,False,302,582.9999999999999,0.03508771929824561,5.298245614035087,10.228070175438594
DE,117,415,No,No,0,168.8,137,241.4,107,204.8,106,15.5,4,0,False,354,630.5,0.0,3.0,5.343220338983051
VT,126,415,No,No,0,226.2,88,140.3,114,208.9,110,6.4,2,0,False,314,581.8,0.0,2.47244094488189,4.581102362204724
OR,132,510,No,No,0,191.9,107,206.9,127,272.0,88,12.6,2,1,False,324,683.4,0.007518796992481203,2.43609022556391,5.1383458646616536
NV,81,415,No,Yes,28,167.9,147,190.7,105,193.0,103,9.2,6,4,True,361,560.8000000000001,0.04878048780487805,4.402439024390244,6.839024390243903
NC,122,415,No,No,0,180.0,88,145.0,77,233.7,120,11.5,6,2,False,291,570.2,0.016260162601626018,2.3658536585365852,4.635772357723577
NJ,46,408,No,No,0,257.4,67,261.1,91,204.4,107,13.4,5,2,True,270,736.3,0.0425531914893617,5.74468085106383,15.665957446808509
ID,99,408,No,No,0,159.7,83,155.4,121,255.7,114,8.4,3,1,False,321,579.1999999999999,0.01,3.21,5.791999999999999
AL,87,408,No,No,0,237.2,124,222.6,87,173.3,81,11.0,3,1,False,295,644.0999999999999,0.011363636363636364,3.352272727272727,7.319318181818181
AK,108,415,No,No,0,103.0,129,242.3,103,170.2,89,7.9,3,1,False,324,523.4,0.009174311926605505,2.9724770642201834,4.801834862385321
PA,53,415,No,No,0,205.1,86,160.5,95,149.5,142,10.7,2,3,False,325,525.8000000000001,0.05555555555555555,6.018518518518518,9.73703703703704
NV,144,415,Yes,No,0,150.0,69,285.9,73,190.6,121,9.4,15,0,False,278,635.9,0.0,1.9172413793103449,4.38551724137931
AL,91,510,No,Yes,23,232.4,97,186.0,88,190.5,128,12.3,3,3,False,316,621.1999999999999,0.03260869565217391,3.4347826086956523,6.752173913043477
GA,58,408,No,No,0,165.4,100,115.7,87,193.8,118,12.8,5,2,False,310,487.70000000000005,0.03389830508474576,5.254237288135593,8.266101694915255
AR,5,415,No,No,0,199.2,106,187.3,12,214.0,85,13.3,3,3,False,206,613.8,0.5,34.333333333333336,102.3
MA,97,408,No,No,0,217.6,81,320.5,51,150.7,110,4.2,3,0,False,245,693.0,0.0,2.5,7.071428571428571
MO,142,415,No,Yes,30,154.0,75,165.8,97,270.0,83,10.8,5,1,False,260,600.5999999999999,0.006993006993006993,1.8181818181818181,4.199999999999999
NY,9,408,No,Yes,31,193.8,130,202.6,98,191.2,102,13.3,2,1,False,332,600.8999999999999,0.1,33.2,60.08999999999999
AZ,73,415,No,No,0,175.4,130,248.1,105,122.4,85,12.2,4,0,False,324,558.1,0.0,4.378378378378378,7.5418918918918925
WV,43,408,No,No,0,230.2,147,186.7,121,128.4,100,9.2,3,0,False,371,554.5,0.0,8.431818181818182,12.602272727272727
NM,122,408,No,Yes,33,174.9,103,248.2,105,164.6,116,13.5,3,1,True,327,601.2,0.008130081300813009,2.658536585365854,4.887804878048781
SC,93,415,No,No,0,190.2,68,262.2,64,130.0,92,8.8,4,0,False,228,591.1999999999999,0.0,2.425531914893617,6.289361702127659
VT,85,415,No,No,0,176.4,122,224.9,123,219.6,50,11.5,1,1,False,296,632.4,0.011627906976744186,3.441860465116279,7.353488372093023
LA,87,415,No,No,0,228.7,90,163.0,99,154.1,90,11.8,3,1,False,282,557.5999999999999,0.011363636363636364,3.2045454545454546,6.336363636363635
OH,137,408,No,No,0,144.0,90,181.6,100,128.1,93,12.3,2,0,False,285,466.00000000000006,0.0,2.0652173913043477,3.376811594202899
OR,21,510,No,Yes,31,135.9,90,271.0,84,179.1,89,9.5,7,6,False,270,595.5,0.2727272727272727,12.272727272727273,27.068181818181817
KY,104,415,No,No,0,130.5,77,131.2,117,264.7,63,13.0,6,0,False,263,539.4,0.0,2.5047619047619047,5.137142857142857
GA,93,408,No,Yes,21,134.2,105,162.5,128,186.6,90,11.8,2,4,True,325,495.09999999999997,0.0425531914893617,3.4574468085106385,5.267021276595744
VT,63,415,No,No,0,278.0,102,266.4,114,224.1,118,13.1,4,4,True,338,781.6,0.0625,5.28125,12.2125
OR,161,415,No,No,0,105.4,70,214.8,122,223.6,126,7.8,5,0,False,323,551.6,0.0,1.9938271604938271,3.4049382716049386
MO,103,408,No,Yes,24,111.8,85,239.6,102,268.3,81,6.9,4,1,False,272,626.6,0.009615384615384616,2.6153846153846154,6.025
ND,84,415,No,Yes,33,159.1,106,149.8,101,213.4,108,13.0,18,1,False,333,535.3,0.011764705882352941,3.9176470588235293,6.297647058823529
MN,92,510,No,No,0,212.4,105,224.6,118,221.3,105,9.0,4,1,False,332,667.3,0.010752688172043012,3.5698924731182795,7.175268817204301
NV,77,415,No,No,0,142.3,112,306.3,111,196.5,82,9.9,1,1,False,306,655.0,0.01282051282051282,3.923076923076923,8.397435897435898
NY,64,415,Yes,No,0,346.8,55,249.5,79,275.4,102,13.3,9,1,True,245,884.9999999999999,0.015384615384615385,3.769230769230769,13.615384615384613
FL,159,415,No,Yes,15,113.9,102,145.3,146,195.2,137,11.8,9,1,False,394,466.20000000000005,0.00625,2.4625,2.9137500000000003
KS,110,415,Yes,Yes,27,267.9,103,263.3,74,178.1,106,8.3,2,1,True,285,717.6,0.009009009009009009,2.5675675675675675,6.4648648648648654
NV,138,510,No,No,0,171.4,117,115.2,128,224.5,115,17.0,4,3,False,364,528.1,0.02158273381294964,2.618705035971223,3.7992805755395684
NV,178,408,No,No,0,275.4,150,187.5,62,147.1,126,13.6,3,1,False,341,623.6,0.00558659217877095,1.905027932960894,3.4837988826815645
SC,38,415,No,Yes,31,197.2,118,249.9,70,298.9,104,3.9,2,0,False,294,749.9,0.0,7.538461538461538,19.22820512820513
MI,45,510,No,Yes,26,91.7,104,150.6,119,63.3,103,7.7,5,1,False,331,313.3,0.021739130434782608,7.195652173913044,6.810869565217391
TN,70,510,No,No,0,126.3,99,141.6,106,255.9,96,9.6,2,0,False,303,533.4,0.0,4.267605633802817,7.5126760563380275
NY,147,510,No,Yes,33,251.5,107,234.1,110,213.4,87,10.4,6,3,False,310,709.4,0.02027027027027027,2.0945945945945947,4.793243243243243
NV,94,510,No,No,0,190.6,108,152.3,95,144.7,97,7.5,5,1,False,305,495.09999999999997,0.010526315789473684,3.210526315789474,5.21157894736842
IL,179,510,No,No,0,116.1,101,201.8,99,181.9,103,11.6,5,0,False,308,511.4,0.0,1.711111111111111,2.841111111111111
ND,59,510,No,No,0,179.4,80,232.5,99,175.8,105,14.7,3,0,False,287,602.4000000000001,0.0,4.783333333333333,10.040000000000001
NC,165,415,No,No,0,207.7,109,164.8,94,54.5,91,7.9,3,0,False,297,434.9,0.0,1.7891566265060241,2.619879518072289
MI,133,408,No,No,0,277.3,138,228.4,117,117.3,103,12.8,4,2,True,362,635.8,0.014925373134328358,2.701492537313433,4.744776119402985
TN,140,415,No,No,0,125.3,84,167.6,121,260.6,94,8.4,4,1,False,303,561.9,0.0070921985815602835,2.148936170212766,3.9851063829787234
VT,93,408,No,Yes,32,138.1,91,167.3,72,238.9,115,6.8,3,2,False,281,551.0999999999999,0.02127659574468085,2.9893617021276597,5.862765957446808
DE,64,415,No,Yes,27,201.3,101,143.8,89,150.2,127,12.3,3,1,False,320,507.6,0.015384615384615385,4.923076923076923,7.809230769230769
OR,48,415,No,No,0,190.4,92,317.5,85,133.4,113,8.3,4,2,False,294,649.5999999999999,0.04081632653061224,6.0,13.257142857142854
NY,181,408,No,No,0,143.3,91,195.5,58,223.3,95,6.0,7,1,False,251,568.1,0.005494505494505495,1.379120879120879,3.1214285714285714
MO,168,415,No,Yes,42,97.4,57,203.6,98,173.9,124,11.4,2,2,False,281,486.29999999999995,0.011834319526627219,1.6627218934911243,2.877514792899408
FL,155,415,No,No,0,181.4,111,167.7,92,168.5,122,11.3,3,3,False,328,528.9,0.019230769230769232,2.1025641025641026,3.3903846153846153
NY,11,415,No,No,0,143.4,130,289.4,50,194.0,100,9.7,6,2,False,286,636.5,0.16666666666666666,23.833333333333332,53.041666666666664
ND,182,415,No,No,0,104.9,111,198.5,120,258.2,91,8.0,5,2,False,327,569.5999999999999,0.01092896174863388,1.7868852459016393,3.1125683060109286
OH,102,415,No,No,0,114.8,125,81.9,126,304.3,101,12.0,4,0,False,356,513.0,0.0,3.4563106796116503,4.980582524271845
AL,122,415,No,No,0,232.5,96,205.5,120,213.7,91,11.9,2,0,False,309,663.6,0.0,2.5121951219512195,5.3951219512195125
SC,41,415,No,No,0,143.6,117,152.4,108,194.4,110,8.6,3,1,False,338,499.0,0.023809523809523808,8.047619047619047,11.880952380952381
GA,132,415,No,No,0,176.7,132,244.1,80,176.3,120,9.1,4,2,False,336,606.1999999999999,0.015037593984962405,2.526315789473684,4.557894736842105
WY,76,415,No,No,0,263.4,148,230.3,69,170.6,101,11.4,5,1,True,323,675.6999999999999,0.012987012987012988,4.194805194805195,8.775324675324674
HI,115,415,No,Yes,33,145.0,72,194.5,157,242.3,138,14.2,3,2,False,370,596.0,0.017241379310344827,3.189655172413793,5.137931034482759
LA,154,510,No,No,0,166.9,99,154.9,97,189.4,89,7.2,5,0,False,290,518.4000000000001,0.0,1.8709677419354838,3.3445161290322587
AR,100,510,No,No,0,142.5,87,195.7,88,122.1,117,7.8,8,2,False,300,468.09999999999997,0.019801980198019802,2.9702970297029703,4.634653465346534
AK,146,510,Yes,No,0,133.0,65,262.8,93,214.3,128,11.2,3,1,False,289,621.3000000000001,0.006802721088435374,1.965986394557823,4.226530612244899
AL,67,415,No,Yes,28,95.0,94,291.2,73,159.6,114,10.0,2,2,False,283,555.8,0.029411764705882353,4.161764705882353,8.173529411764704
UT,161,510,Yes,No,0,194.2,106,249.4,105,254.9,129,12.9,1,1,True,341,711.4,0.006172839506172839,2.1049382716049383,4.391358024691358
KS,70,415,No,No,0,222.8,114,215.9,113,223.5,122,0.0,0,1,False,349,662.2,0.014084507042253521,4.915492957746479,9.326760563380283
VA,99,415,No,Yes,42,216.0,125,232.3,104,215.5,100,9.3,4,2,True,333,673.0999999999999,0.02,3.33,6.730999999999999
UT,87,415,No,No,0,146.3,108,171.8,102,167.5,66,5.3,9,1,False,285,490.90000000000003,0.011363636363636364,3.2386363636363638,5.5784090909090915
IN,87,510,No,No,0,234.8,85,140.9,91,204.3,93,9.5,5,1,False,274,589.5,0.011363636363636364,3.1136363636363638,6.698863636363637
CT,70,408,No,No,0,198.6,111,213.9,115,171.2,105,10.6,6,2,False,337,594.3000000000001,0.028169014084507043,4.746478873239437,8.370422535211269
MO,119,408,No,Yes,32,142.6,77,208.2,126,171.0,102,12.0,2,3,False,307,533.8,0.025,2.558333333333333,4.448333333333333
RI,87,510,Yes,No,0,134.2,80,165.0,71,173.1,102,10.7,5,0,False,258,482.99999999999994,0.0,2.9318181818181817,5.488636363636363
CA,112,415,No,No,0,111.9,92,114.0,143,146.8,79,14.1,3,5,True,317,386.80000000000007,0.04424778761061947,2.8053097345132745,3.423008849557523
RI,75,415,No,No,0,122.8,89,211.3,104,261.4,91,10.7,2,2,False,286,606.2,0.02631578947368421,3.763157894736842,7.976315789473685
CT,150,510,No,No,0,189.3,77,220.9,105,238.7,117,9.2,5,4,False,304,658.1000000000001,0.026490066225165563,2.013245033112583,4.358278145695365
IN,161,510,No,Yes,38,240.4,112,201.8,102,206.1,112,16.1,6,0,False,332,664.4000000000001,0.0,2.049382716049383,4.101234567901235
FL,91,510,Yes,Yes,24,93.5,112,183.4,128,240.7,133,9.9,3,0,False,376,527.4999999999999,0.0,4.086956521739131,5.733695652173912
KS,124,415,No,No,0,158.6,104,211.2,77,179.3,104,10.2,8,3,False,293,559.3,0.024,2.344,4.474399999999999
RI,158,510,No,No,0,220.9,129,242.2,108,233.3,75,6.4,5,0,False,317,702.8000000000001,0.0,1.9937106918238994,4.420125786163522
NV,102,415,No,No,0,144.4,87,266.5,128,217.6,59,7.1,7,0,False,281,635.6,0.0,2.7281553398058254,6.170873786407768
UT,85,510,No,No,0,212.3,107,228.4,103,163.3,116,7.7,3,0,False,329,611.7,0.0,3.8255813953488373,7.112790697674419
OK,79,510,No,No,0,147.0,72,165.7,102,243.2,107,8.4,9,1,False,290,564.3,0.0125,3.625,7.053749999999999
MN,139,510,No,Yes,25,96.2,112,178.9,70,182.1,84,12.9,10,2,False,276,470.1,0.014285714285714285,1.9714285714285715,3.357857142857143
NC,103,415,No,No,0,263.4,118,179.1,69,214.7,112,10.3,2,0,False,301,667.5,0.0,2.894230769230769,6.418269230769231
OR,98,415,Yes,No,0,12.5,67,256.6,90,169.4,88,7.7,9,1,False,254,446.2,0.010101010101010102,2.5656565656565657,4.507070707070707
NH,78,408,No,No,0,162.3,116,192.4,86,240.6,100,10.1,3,2,False,305,605.4000000000001,0.02531645569620253,3.8607594936708862,7.663291139240507
AK,50,408,No,No,0,183.6,107,58.6,118,202.6,99,8.7,3,1,False,327,453.49999999999994,0.0196078431372549,6.411764705882353,8.892156862745097
WV,86,415,No,Yes,38,123.0,158,133.9,119,138.2,103,13.3,4,1,False,384,408.4,0.011494252873563218,4.413793103448276,4.694252873563218
GA,92,510,No,No,0,208.0,125,198.9,76,76.4,97,8.6,6,0,False,304,491.9,0.0,3.2688172043010755,5.289247311827957
NM,174,415,No,No,0,239.2,72,188.5,124,105.6,116,8.8,3,1,False,315,542.0999999999999,0.005714285714285714,1.8,3.097714285714285
OH,124,510,No,No,0,193.0,97,89.8,99,172.8,104,15.3,3,1,False,303,470.90000000000003,0.008,2.424,3.7672000000000003
RI,190,415,No,Yes,26,116.7,71,145.9,88,175.1,103,9.9,3,1,False,265,447.6,0.005235602094240838,1.387434554973822,2.343455497382199
HI,101,510,No,No,0,93.8,127,150.0,104,241.1,116,10.7,2,1,False,349,495.59999999999997,0.00980392156862745,3.4215686274509802,4.858823529411764
WY,185,415,Yes,Yes,30,154.1,114,118.7,106,258.4,105,12.9,3,2,False,328,544.1,0.010752688172043012,1.7634408602150538,2.925268817204301
NY,68,415,No,Yes,29,239.5,82,203.8,105,167.8,70,9.9,6,0,False,263,621.0,0.0,3.8115942028985508,9.0
KS,117,510,No,Yes,25,216.0,140,224.1,69,267.9,112,11.8,4,0,False,325,719.8,0.0,2.7542372881355934,6.1
LA,118,408,No,No,0,187.4,97,177.8,89,233.4,97,12.2,6,1,False,289,610.8000000000001,0.008403361344537815,2.4285714285714284,5.132773109243698
PA,124,415,No,No,0,167.4,119,233.2,143,109.6,115,10.3,5,0,False,382,520.5,0.0,3.056,4.164
NV,22,510,No,No,0,160.4,108,218.1,88,192.9,115,12.5,4,1,False,315,583.9,0.043478260869565216,13.695652173913043,25.38695652173913
MN,75,415,No,No,0,143.2,92,209.1,142,173.0,96,11.9,9,1,False,339,537.1999999999999,0.013157894736842105,4.4605263157894735,7.068421052631578
MO,164,408,No,Yes,25,219.1,88,151.5,99,50.1,60,14.3,6,1,False,253,435.00000000000006,0.006060606060606061,1.5333333333333334,2.6363636363636367
ME,177,415,No,No,0,232.8,106,175.2,97,212.2,77,12.5,7,2,False,287,632.7,0.011235955056179775,1.6123595505617978,3.5544943820224724
NH,110,408,No,No,0,162.0,81,247.5,89,155.5,99,8.9,8,0,False,277,573.9,0.0,2.4954954954954953,5.17027027027027
MN,158,408,No,No,0,209.9,112,221.3,82,210.0,93,8.2,3,1,False,290,649.4000000000001,0.006289308176100629,1.8238993710691824,4.084276729559749
OH,114,415,No,No,0,191.5,88,175.2,78,220.3,118,0.0,0,0,False,284,587.0,0.0,2.4695652173913043,5.104347826086957
NC,64,408,No,Yes,19,291.1,150,226.7,123,219.1,67,7.5,2,1,False,342,744.4,0.015384615384615385,5.2615384615384615,11.452307692307691
KY,111,415,No,No,0,255.9,97,204.1,129,171.3,84,12.3,5,3,False,315,643.5999999999999,0.026785714285714284,2.8125,5.746428571428571
MT,60,408,No,No,0,252.7,97,221.1,121,109.9,100,12.4,4,2,False,322,596.0999999999999,0.03278688524590164,5.278688524590164,9.772131147540982
NJ,113,408,No,No,0,132.1,72,247.5,107,246.2,123,6.9,6,3,False,308,632.6999999999999,0.02631578947368421,2.7017543859649122,5.55
FL,109,408,No,No,0,217.0,115,207.0,142,268.0,106,8.2,4,1,False,367,700.2,0.00909090909090909,3.3363636363636364,6.365454545454546
IN,105,510,No,Yes,42,101.9,79,223.1,97,241.6,77,12.9,2,0,False,255,579.5,0.0,2.4056603773584904,5.466981132075472
DE,85,510,No,No,0,211.5,100,184.6,88,164.3,131,13.3,4,2,False,323,573.7,0.023255813953488372,3.755813953488372,6.67093023255814
AL,131,510,No,No,0,153.4,86,198.5,81,164.4,83,10.4,3,0,False,253,526.6999999999999,0.0,1.9166666666666667,3.990151515151515
ME,59,510,No,No,0,166.3,95,239.3,87,123.2,108,10.0,3,2,False,293,538.8000000000001,0.03333333333333333,4.883333333333334,8.98
SD,148,408,No,No,0,185.2,87,170.4,96,165.1,104,9.5,13,1,False,300,530.2,0.006711409395973154,2.0134228187919465,3.5583892617449666
VA,210,408,No,No,0,104.6,121,149.5,71,255.1,67,6.5,8,2,False,267,515.7,0.009478672985781991,1.2654028436018958,2.4440758293838867
ID,106,510,No,No,0,274.4,120,198.6,82,160.8,62,6.0,3,1,False,267,639.8,0.009345794392523364,2.4953271028037385,5.979439252336448
KY,57,415,No,Yes,29,279.9,121,223.1,109,251.7,94,13.0,2,1,False,326,767.7,0.017241379310344827,5.620689655172414,13.236206896551725
ND,98,510,No,No,0,187.2,127,195.6,88,181.8,129,5.1,4,1,False,348,569.6999999999999,0.010101010101010102,3.515151515151515,5.754545454545454
HI,157,415,No,No,0,276.2,95,165.8,119,151.6,79,2.2,4,3,False,297,595.8000000000001,0.0189873417721519,1.879746835443038,3.7708860759493676
WI,116,415,No,Yes,35,200.4,104,272.8,89,214.5,100,8.3,4,1,False,297,696.0,0.008547008547008548,2.5384615384615383,5.948717948717949
WV,30,510,No,No,0,162.3,96,244.0,122,180.1,89,9.1,4,2,False,311,595.5,0.06451612903225806,10.03225806451613,19.20967741935484
NJ,111,510,No,No,0,176.9,128,102.8,56,213.7,84,10.5,2,4,True,270,503.9,0.03571428571428571,2.4107142857142856,4.4991071428571425
KS,52,415,No,No,0,165.5,78,205.5,89,213.6,124,12.2,6,0,False,297,596.8000000000001,0.0,5.60377358490566,11.260377358490567
NJ,135,510,No,Yes,28,201.4,100,246.5,117,154.8,131,12.9,4,2,True,352,615.6,0.014705882352941176,2.588235294117647,4.526470588235294
NC,86,510,No,No,0,190.5,115,179.6,130,258.5,89,10.1,5,3,False,339,638.7,0.034482758620689655,3.896551724137931,7.341379310344828
WY,151,510,No,No,0,235.9,104,80.6,91,212.8,116,5.8,2,3,False,313,535.0999999999999,0.019736842105263157,2.0592105263157894,3.5203947368421047
NY,117,415,No,No,0,144.6,115,258.8,66,253.2,113,7.4,9,2,False,303,663.9999999999999,0.01694915254237288,2.5677966101694913,5.627118644067796
ID,82,408,No,No,0,101.0,93,155.6,104,304.4,93,13.3,2,0,False,292,574.3,0.0,3.5180722891566263,6.919277108433734
IA,152,415,No,No,0,206.3,98,292.8,82,43.7,121,10.6,4,1,False,305,553.4000000000001,0.006535947712418301,1.9934640522875817,3.616993464052288
TN,108,408,No,Yes,15,165.1,85,267.0,93,250.7,114,10.9,4,1,False,296,693.6999999999999,0.009174311926605505,2.7155963302752295,6.364220183486238
OH,98,408,No,No,0,165.0,129,202.6,113,172.3,94,12.5,7,1,True,343,552.4000000000001,0.010101010101010102,3.4646464646464645,5.579797979797981
MA,47,415,No,No,0,155.3,116,188.2,85,247.0,73,12.3,4,3,False,278,602.8,0.0625,5.791666666666667,12.558333333333332
OK,189,415,No,No,0,208.3,106,236.7,123,179.1,120,11.3,5,3,False,354,635.4,0.015789473684210527,1.8631578947368421,3.3442105263157895
NE,159,415,No,No,0,189.1,105,246.1,147,242.0,106,10.4,5,1,True,363,687.6,0.00625,2.26875,4.2975
VA,11,408,No,Yes,24,131.5,98,230.2,111,283.7,87,10.0,3,2,False,299,655.4,0.16666666666666666,24.916666666666668,54.61666666666667
MT,111,408,No,No,0,142.3,75,122.8,106,229.5,94,12.8,9,2,False,284,507.40000000000003,0.017857142857142856,2.5357142857142856,4.530357142857143
VT,99,408,No,Yes,19,87.7,103,223.0,86,182.3,112,7.3,4,2,False,305,500.3,0.02,3.05,5.003
VA,114,415,Yes,Yes,31,174.5,104,224.2,92,116.3,91,12.3,10,2,False,297,527.3,0.017391304347826087,2.582608695652174,4.585217391304347
AL,71,415,No,No,0,103.3,103,138.5,79,164.8,98,9.0,2,2,False,282,415.6,0.027777777777777776,3.9166666666666665,5.772222222222222
AL,100,408,No,Yes,25,246.6,94,141.4,112,189.8,109,13.0,5,1,False,320,590.8,0.009900990099009901,3.1683168316831685,5.849504950495049
WV,83,415,No,Yes,37,78.5,109,210.5,101,179.7,102,11.8,4,1,False,316,480.5,0.011904761904761904,3.761904761904762,5.720238095238095
NV,64,408,No,No,0,148.1,73,164.9,101,216.0,125,12.3,2,5,True,301,541.3,0.07692307692307693,4.630769230769231,8.327692307692306
TN,105,408,No,No,0,206.2,84,256.4,138,117.1,91,9.0,3,1,False,316,588.6999999999999,0.009433962264150943,2.981132075471698,5.5537735849056595
ID,144,415,No,Yes,33,251.6,87,197.6,118,209.2,97,12.2,3,2,False,305,670.6,0.013793103448275862,2.103448275862069,4.624827586206897
