State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn
AL,82,408,No,No,0,154.0,107,94.4,114,287.6,95,10.1,7,1,False
PA,65,415,No,Yes,23,224.2,106,189.6,100,222.8,75,9.8,4,0,False
AK,52,510,No,No,0,148.3,83,181.6,79,155.6,104,8.3,6,3,False
MS,136,415,No,Yes,24,174.6,76,176.6,114,214.4,91,8.8,5,2,False
IA,75,415,No,No,0,138.5,110,153.2,86,215.6,103,11.1,7,1,False
WY,146,408,No,No,0,109.0,69,265.8,98,228.3,80,12.6,2,1,False
NE,105,408,No,No,0,162.3,99,212.5,95,214.7,114,11.1,8,4,False
ND,48,415,No,No,0,210.8,84,189.6,98,157.6,99,16.4,3,2,False
CT,45,415,No,No,0,142.4,107,318.7,78,224.1,108,11.1,7,1,False
NC,106,415,No,Yes,37,223.5,104,235.1,99,140.1,90,10.6,5,2,False
CT,33,510,No,No,0,182.5,65,232.1,96,149.2,82,7.5,2,2,False
WA,106,408,No,No,0,193.6,66,238.2,82,176.4,107,12.9,3,0,False
NV,141,415,No,No,0,192.4,111,156.9,87,175.8,82,11.0,6,0,False
KS,94,510,No,Yes,28,233.2,88,113.3,102,118.0,71,16.1,4,0,False
CO,65,510,No,No,0,158.8,53,188.5,132,189.3,87,9.8,4,2,False
MO,85,415,No,No,0,126.1,112,274.7,126,184.4,95,9.8,4,1,False
MA,71,510,No,No,0,290.4,108,253.9,92,263.3,126,10.1,5,3,True
NY,112,408,No,Yes,30,60.6,113,165.9,96,132.8,99,13.3,7,0,False
AK,110,415,No,No,0,148.4,95,193.8,98,206.0,106,6.9,6,0,False
WI,111,415,No,No,0,246.5,108,216.3,89,179.6,99,12.7,3,2,False
NH,74,408,No,No,0,298.1,112,201.3,100,214.7,88,9.7,4,2,True
TN,105,510,No,No,0,119.3,82,185.1,111,157.0,74,10.9,4,2,False
NY,40,408,No,No,0,242.5,82,232.9,97,154.0,86,9.6,7,0,False
GA,128,408,Yes,Yes,18,222.1,89,160.6,109,218.8,102,13.6,2,0,True
MN,123,408,No,No,0,236.2,135,273.9,88,227.0,77,10.1,6,2,True
MI,122,510,No,No,0,144.2,87,212.2,74,169.3,87,9.5,4,0,False
ID,114,408,No,Yes,19,154.6,100,241.6,109,160.0,112,12.6,1,3,False
CT,102,415,No,Yes,25,137.4,100,176.7,83,188.2,93,10.2,6,2,False
NC,126,415,No,No,0,103.7,93,127.0,107,329.3,66,14.4,1,0,False
LA,150,415,No,No,0,136.6,112,209.4,81,161.1,78,12.2,2,4,True
NJ,60,408,No,No,0,289.8,101,255.6,115,242.8,76,11.7,4,2,True
CA,138,510,Yes,No,0,196.2,129,176.5,86,232.4,108,15.2,1,0,True
MD,29,510,No,No,0,195.6,71,126.4,74,148.6,87,14.2,4,1,False
WY,111,415,No,No,0,222.2,96,162.5,111,184.9,120,11.9,7,4,False
TX,37,510,Yes,No,0,172.9,119,183.0,86,226.4,100,9.8,1,0,True
UT,81,510,No,No,0,154.5,84,216.2,91,229.8,82,13.7,3,1,False
WA,46,510,No,No,0,90.4,108,276.2,77,146.5,111,12.7,2,1,False
OH,125,408,No,No,0,106.1,95,157.6,113,192.5,69,8.1,3,1,False
KS,43,415,No,No,0,27.0,117,160.9,97,279.5,96,10.7,3,3,False
IN,94,510,No,No,0,245.0,112,180.4,91,262.9,105,9.7,6,1,False
VT,46,408,No,No,0,196.7,85,205.9,74,216.6,112,11.2,5,3,False
MT,73,408,No,Yes,26,131.2,98,106.5,97,221.7,96,10.2,6,2,False
CT,146,408,No,Yes,23,149.6,96,239.8,124,293.5,135,7.4,4,2,False
NM,93,415,No,No,0,239.8,70,251.8,99,168.6,112,10.9,10,1,False
OH,52,408,No,Yes,31,142.1,77,193.0,97,253.4,88,11.0,4,1,False
GA,202,510,No,No,0,115.4,137,178.7,70,185.7,113,6.0,3,3,False
MN,129,510,No,Yes,31,193.0,99,224.8,87,197.6,91,10.3,8,2,False
CT,94,415,No,No,0,206.1,49,224.6,115,256.7,74,13.0,1,1,False
AL,100,415,No,No,0,160.3,138,221.3,92,150.4,120,11.2,2,0,False
WV,43,415,No,No,0,199.9,108,288.4,80,180.6,103,11.3,7,1,False
NH,130,415,No,No,0,213.1,105,206.2,108,163.4,93,8.9,3,0,False
WY,124,415,No,No,0,178.3,102,235.0,120,239.7,119,10.9,1,3,False
VA,92,510,Yes,No,0,252.3,120,207.0,112,284.6,95,12.0,5,3,True
VT,48,415,No,No,0,197.7,64,136.7,126,244.4,81,13.2,5,4,False
OH,98,510,No,Yes,29,111.1,105,217.9,101,248.1,108,6.6,3,2,False
MT,100,415,No,No,0,96.5,86,210.2,133,146.4,106,12.5,3,1,True
MA,79,415,No,No,0,156.9,109,122.2,87,189.1,103,11.3,5,3,False
VA,164,415,No,No,0,123.3,78,170.0,85,165.9,78,12.7,2,1,False
AR,89,408,Yes,No,0,206.9,134,167.7,105,155.7,86,10.9,4,0,False
NE,126,415,No,No,0,249.8,96,261.9,92,166.8,108,12.7,4,3,True
WY,96,408,No,No,0,144.0,102,224.7,73,227.7,91,10.0,7,1,False
IA,120,415,No,Yes,33,299.5,83,163.4,84,146.7,88,11.6,5,0,False
SC,212,415,No,No,0,226.0,127,304.6,83,181.2,132,12.6,4,2,True
NC,72,415,No,No,0,137.6,106,143.5,94,273.7,110,9.6,6,2,False
HI,155,415,Yes,Yes,26,211.7,121,139.2,123,146.7,89,11.1,3,1,False
UT,89,415,No,No,0,89.7,80,179.8,81,145.7,120,9.5,4,2,False
WY,126,408,Yes,No,0,197.6,126,246.5,112,285.3,104,12.5,8,2,False
AL,172,408,No,No,0,270.0,102,256.6,111,168.5,104,12.0,5,2,True
WI,143,510,No,No,0,194.3,99,123.6,133,229.5,99,10.2,2,2,False
FL,166,510,Yes,No,0,47.7,89,264.4,95,235.2,97,13.2,3,0,True
KS,132,415,No,No,0,190.1,105,182.2,116,279.8,105,13.0,2,1,False
NV,94,408,Yes,No,0,89.5,94,339.9,106,172.9,76,7.9,1,1,True
NY,99,415,No,No,0,182.6,83,154.5,111,196.0,57,12.1,5,0,False
VA,136,415,No,Yes,35,205.5,86,298.5,119,214.2,104,6.9,4,1,False
KS,119,415,No,No,0,231.5,82,266.9,97,211.0,118,7.4,10,1,False
NC,115,510,Yes,No,0,251.3,69,252.5,96,118.3,112,9.9,1,3,True
MO,160,415,No,No,0,171.2,103,243.5,121,178.2,92,13.0,3,2,False
ND,166,510,No,No,0,197.9,89,251.0,113,138.3,85,11.2,2,2,False
CA,120,510,No,No,0,134.8,94,204.1,106,238.4,109,6.7,8,1,False
WV,173,415,No,No,0,191.4,114,168.5,138,109.3,99,10.3,3,1,False
IL,156,415,No,No,0,174.5,65,197.4,116,238.5,86,10.6,2,0,False
NY,70,415,No,No,0,177.4,125,226.2,104,254.1,72,10.9,4,0,False
NV,41,510,No,No,0,182.1,89,211.5,104,207.4,124,6.8,1,1,False
AL,132,408,No,No,0,222.4,85,165.4,76,208.4,97,11.2,4,0,False
KS,47,510,Yes,No,0,47.8,120,178.9,123,152.6,96,13.3,7,0,True
ND,160,510,No,No,0,121.8,97,89.3,97,150.7,92,10.3,5,1,False
OK,180,415,No,No,0,143.5,121,189.3,111,174.9,82,8.8,5,3,False
UT,93,415,No,No,0,164.9,68,210.4,86,229.4,104,7.8,4,2,False
OH,109,415,No,No,0,193.6,58,148.7,115,282.5,105,13.1,1,2,False
WY,80,510,No,No,0,101.1,121,263.2,110,137.7,74,7.3,5,0,False
NM,54,415,No,Yes,24,92.3,88,193.1,98,99.3,119,11.6,3,2,False
AL,121,415,No,No,0,168.9,128,123.9,99,266.3,105,2.9,7,2,False
DC,157,510,No,Yes,29,219.2,102,206.0,109,192.4,117,15.0,5,1,False
ID,170,510,No,Yes,37,178.1,130,242.8,103,243.0,93,13.0,4,0,False
AR,138,510,No,No,0,146.5,101,284.5,142,176.0,98,14.0,6,3,False
ID,92,415,No,Yes,31,172.3,116,266.2,91,228.2,90,11.8,5,1,False
WA,167,415,No,No,0,169.2,124,173.3,108,216.5,64,12.4,4,4,True
UT,91,510,No,No,0,123.8,107,319.0,125,237.6,78,7.3,4,2,False
RI,127,510,No,No,0,96.0,117,177.0,68,162.2,127,9.7,4,3,False
NC,88,408,No,Yes,27,93.4,106,252.0,92,189.0,104,10.9,1,1,False
TX,123,408,No,No,0,257.9,92,211.6,71,189.3,104,9.4,2,2,False
DE,136,408,Yes,Yes,29,85.2,98,230.4,85,243.6,104,9.0,3,2,False
MS,68,415,No,Yes,34,160.0,72,184.5,119,208.3,101,6.1,10,1,False
OH,132,415,No,Yes,10,182.9,54,292.4,68,142.3,116,11.5,4,0,False
LA,133,415,No,No,0,216.2,67,222.2,133,192.0,95,3.1,1,2,False
FL,127,415,No,No,0,261.7,105,181.8,107,100.9,131,3.3,5,0,False
WV,121,510,No,No,0,177.2,142,123.5,88,213.2,51,8.4,6,1,False
NY,116,510,No,No,0,89.5,128,180.8,137,193.1,94,14.0,3,2,False
PA,97,510,Yes,No,0,145.0,103,294.3,93,239.8,120,11.0,2,4,True
MS,43,510,No,No,0,159.5,99,119.7,149,173.9,126,6.8,3,2,False
IN,110,415,No,No,0,151.8,106,138.0,126,233.5,112,11.2,8,3,False
VA,67,408,No,No,0,176.2,120,236.0,138,152.5,104,10.6,4,1,False
MN,166,408,No,No,0,152.1,95,121.0,105,198.0,126,9.8,5,0,False
DE,129,408,No,No,0,161.3,122,220.6,95,224.7,104,9.6,3,1,False
OR,103,510,Yes,No,0,171.7,78,144.5,86,157.9,106,6.8,3,3,False
UT,71,415,No,No,0,278.9,110,190.2,67,255.2,84,11.7,7,0,True
CT,112,415,No,Yes,27,213.0,121,226.2,101,189.8,99,11.1,3,4,False
AL,8,415,No,Yes,36,242.9,67,170.9,59,177.3,130,4.8,12,1,False
TX,98,415,No,No,0,217.2,121,303.4,73,197.1,71,12.4,2,0,True
CT,90,415,No,No,0,175.9,111,285.2,115,150.8,122,13.0,7,1,False
MS,13,415,No,No,0,303.2,133,170.5,86,227.6,80,11.5,3,0,True
AR,58,415,No,No,0,238.9,107,187.2,88,181.1,84,11.8,3,2,False
CA,137,415,No,Yes,22,189.6,42,179.0,137,179.6,126,11.4,5,2,False
MI,116,408,No,No,0,133.3,94,247.8,126,219.0,78,11.3,5,5,True
WV,94,415,No,Yes,28,92.7,107,127.8,86,225.6,86,9.9,4,3,False
DE,87,415,No,No,0,177.2,72,248.9,105,200.8,87,8.6,7,3,False
FL,120,415,No,No,0,184.5,103,209.0,86,169.7,70,10.2,6,2,False
AK,97,415,No,Yes,24,176.1,109,159.4,81,269.1,94,12.1,9,0,False
ID,134,415,No,No,0,204.7,108,143.1,105,165.8,84,11.0,4,6,False
OH,68,510,No,No,0,143.6,80,134.3,65,215.6,84,15.5,5,2,False
NH,93,408,No,No,0,179.3,93,188.8,65,253.2,88,12.1,5,1,False
MA,120,415,No,No,0,137.3,100,212.2,129,152.7,92,10.5,2,1,False
SC,41,408,No,No,0,237.8,92,223.5,155,217.4,90,10.2,6,2,False
OR,80,510,No,No,0,203.7,92,216.4,97,154.2,66,7.6,5,2,False
OH,83,415,No,Yes,25,191.3,95,250.7,136,249.4,86,17.6,5,2,False
NC,109,510,Yes,No,0,209.1,141,205.0,93,119.4,111,7.8,3,2,False
KY,66,510,No,Yes,33,88.8,104,109.6,94,172.7,107,7.1,9,3,False
WA,89,510,No,No,0,137.9,96,192.6,63,255.7,125,11.0,5,1,False
RI,117,408,No,Yes,13,207.6,65,152.7,77,232.8,95,9.7,3,1,False
KS,128,510,No,No,0,268.1,95,120.5,126,220.8,121,14.4,6,2,False
NV,88,415,No,No,0,166.7,61,179.3,88,242.7,131,6.8,7,4,True
FL,22,415,No,No,0,181.8,108,198.6,148,206.6,96,9.3,3,2,False
WY,78,415,No,No,0,147.1,80,199.7,100,160.7,106,13.7,7,0,False
WA,56,415,No,Yes,29,37.7,115,144.1,111,226.6,101,4.9,3,1,False
CO,192,415,No,No,0,185.0,88,224.9,98,212.4,105,11.4,3,2,False
WI,70,415,No,No,0,156.4,108,171.0,116,196.1,96,8.6,4,2,False
KS,148,510,No,No,0,239.3,84,195.7,85,232.6,104,10.9,3,1,False
MT,119,510,No,No,0,134.9,70,211.5,74,188.5,105,11.3,6,1,False
CO,80,415,No,No,0,194.8,116,209.9,93,194.1,100,12.8,3,0,False
FL,113,510,No,No,0,92.6,85,177.6,92,159.8,72,14.4,4,3,False
VT,75,510,No,No,0,209.4,133,211.5,121,291.2,123,7.2,4,1,False
OH,80,415,No,No,0,197.6,83,164.5,86,94.0,98,6.4,6,1,False
NH,148,408,No,No,0,17.6,121,161.7,125,203.1,82,10.6,6,1,False
FL,97,415,No,Yes,28,202.3,97,69.2,84,257.6,64,6.7,3,1,False
MD,166,415,No,No,0,136.1,116,181.4,93,131.4,108,11.3,4,0,False
WY,94,408,No,No,0,207.0,109,167.4,80,238.2,117,2.6,6,1,False
FL,85,408,No,Yes,33,207.9,95,233.5,88,221.3,92,13.5,3,1,False
TN,80,415,Yes,No,0,276.5,122,195.6,79,210.3,78,7.2,3,1,True
NC,210,415,No,Yes,31,313.8,87,147.7,103,192.7,97,10.1,7,3,False
IN,88,415,Yes,Yes,25,288.5,114,203.4,74,228.4,117,13.0,5,1,False
WV,154,408,No,Yes,35,64.9,76,184.1,91,151.6,75,14.6,1,1,False
UT,32,510,No,Yes,26,243.5,137,236.8,108,173.3,149,9.0,9,1,False
GA,18,408,No,No,0,197.0,97,203.7,107,202.0,105,8.7,3,3,False
AK,126,415,No,Yes,31,278.0,88,253.2,65,223.2,114,8.7,4,0,False
UT,144,510,No,Yes,37,219.9,102,222.1,77,118.5,111,10.0,4,1,False
AR,86,408,No,Yes,16,145.7,88,191.0,129,215.5,82,11.3,7,0,False
AK,138,415,No,Yes,37,75.8,102,173.6,147,162.6,96,8.2,13,0,False
AK,146,415,No,No,0,195.9,86,228.6,82,303.5,94,12.2,4,3,False
WV,74,510,No,No,0,124.0,102,262.1,101,268.2,98,11.7,2,2,False
CT,48,415,No,No,0,171.9,98,159.0,127,139.5,101,7.6,3,2,False
GA,74,510,No,Yes,31,249.4,70,209.5,59,180.6,75,9.9,2,4,False
NV,105,415,Yes,No,0,228.4,100,145.1,108,245.3,140,7.7,7,0,False
VT,157,510,No,No,0,168.6,71,205.1,48,175.8,88,5.9,2,3,False
DC,217,415,No,No,0,123.7,138,248.5,105,269.6,78,13.3,4,0,False
TN,68,415,No,No,0,178.7,61,252.3,84,255.7,76,8.4,4,1,False
OR,80,415,No,No,0,113.2,86,185.5,97,237.3,145,9.5,5,1,False
MS,38,415,No,Yes,25,142.4,106,313.7,109,126.6,117,13.4,6,2,False
NC,107,415,No,Yes,38,204.2,57,205.9,92,286.5,80,8.3,4,0,False
CO,140,415,No,No,0,149.7,71,212.5,97,245.9,67,12.6,4,3,False
AR,98,415,No,No,0,227.1,116,120.5,103,117.0,102,4.7,4,5,True
PA,114,415,No,No,0,155.3,75,169.9,87,207.0,133,12.6,5,2,False
MN,46,408,No,No,0,156.4,105,185.5,98,226.7,96,11.8,3,1,False
NM,118,415,No,Yes,42,148.7,105,167.3,105,270.6,105,10.4,7,0,False
UT,37,510,No,No,0,271.7,112,155.1,96,199.5,97,6.6,4,3,False
NE,34,415,No,No,0,193.7,74,126.9,84,221.2,166,8.8,4,0,False
NV,113,510,No,No,0,245.3,108,259.9,140,204.3,115,10.7,2,3,True
OR,69,408,No,No,0,196.1,87,236.8,66,182.3,75,11.9,1,0,False
NJ,59,510,Yes,Yes,31,225.0,78,191.3,79,226.7,79,9.1,3,1,False
WV,59,510,No,No,0,189.7,100,115.9,133,220.6,115,7.4,4,0,False
OR,190,415,No,No,0,142.9,96,177.9,96,113.3,117,6.6,4,0,False
KY,109,415,No,No,0,175.6,80,238.0,94,198.4,103,10.2,6,1,False
MO,136,415,No,No,0,92.4,109,219.0,115,212.6,80,12.9,4,2,False
TX,86,510,No,No,0,92.8,92,159.6,87,148.7,115,8.8,5,1,False
MN,100,415,No,Yes,27,221.7,100,236.1,70,192.7,91,8.0,4,0,False
FL,106,510,No,No,0,159.6,94,276.8,118,223.5,65,8.8,3,0,False
WV,129,415,No,No,0,159.1,100,202.5,90,233.1,96,11.5,6,2,False
IN,205,510,No,No,0,49.9,123,150.7,81,188.2,67,10.1,4,2,False
OK,93,415,No,Yes,32,116.9,120,232.4,97,127.7,112,11.0,9,0,False
DE,99,415,No,No,0,254.4,120,159.3,92,264.4,94,6.0,5,1,False
IL,71,415,No,No,0,207.0,112,173.8,96,178.4,61,12.1,3,1,False
UT,4,510,Yes,No,0,145.3,89,303.8,93,206.1,82,8.9,4,0,False
IL,148,408,No,Yes,25,230.7,102,233.8,109,215.8,90,13.5,2,3,False
WA,141,415,No,No,0,151.5,104,242.2,114,304.2,109,10.8,2,1,False
NM,56,408,No,No,0,146.1,57,196.2,97,310.1,110,9.2,3,0,False
VA,43,408,No,Yes,35,200.2,105,244.4,88,207.2,97,11.6,4,3,False
MT,42,415,No,No,0,150.7,52,246.7,96,103.8,118,7.0,4,2,False
CT,135,415,Yes,No,0,186.0,107,66.0,94,213.1,105,12.9,4,1,False
AL,106,415,No,No,0,212.9,110,187.0,69,128.1,71,6.3,3,3,False
WV,106,510,No,No,0,194.8,133,213.4,73,190.8,92,11.5,7,0,False
MO,83,415,No,Yes,30,272.5,105,253.0,83,180.8,123,8.7,6,3,False
ND,110,415,No,No,0,135.1,109,205.2,99,166.3,119,11.7,4,1,False
GA,109,510,No,Yes,35,230.5,116,265.8,130,269.7,69,10.6,6,5,False
LA,124,510,No,No,0,143.3,120,230.7,111,214.3,91,7.8,2,4,True
UT,110,415,No,No,0,271.1,108,237.0,122,239.9,122,9.8,5,2,True
AZ,124,415,No,No,0,253.5,104,117.9,123,248.5,104,14.0,2,0,False
NY,82,415,No,No,0,167.1,77,131.8,79,187.4,98,9.4,1,6,True
AL,137,415,No,No,0,104.7,115,249.8,144,192.3,99,8.9,2,1,False
IN,69,510,No,No,0,135.4,101,238.1,124,195.6,102,10.6,2,1,False
NM,16,510,No,No,0,144.8,84,164.9,141,231.5,75,8.2,4,2,False
AL,119,415,No,No,0,98.8,97,146.9,68,190.7,105,10.0,4,3,False
MN,124,510,Yes,No,0,157.8,71,203.2,114,168.7,82,10.0,2,3,True
NY,122,415,No,Yes,37,163.0,107,312.8,118,200.0,85,11.6,5,1,False
MD,139,415,No,No,0,181.6,119,335.7,118,149.8,64,8.3,6,4,False
KS,67,510,No,No,0,129.0,78,188.0,116,235.0,102,11.2,3,2,False
WV,84,408,No,No,0,86.0,83,260.7,86,98.6,109,8.9,4,1,False
ID,101,510,No,Yes,17,193.9,71,189.8,81,196.3,97,12.6,7,0,False
LA,40,510,No,No,0,109.4,107,244.7,102,276.9,123,7.1,7,0,False
MI,61,415,No,No,0,188.9,105,153.6,116,213.3,106,10.2,2,2,False
TN,120,408,Yes,No,0,179.9,72,170.0,98,190.6,89,13.8,2,1,True
CA,95,415,No,No,0,183.4,98,281.3,95,105.2,113,8.2,8,1,False
FL,98,408,No,No,0,288.1,101,137.9,93,206.5,88,0.0,0,0,False
LA,114,415,No,No,0,169.2,96,149.9,83,196.9,119,4.6,4,2,False
CT,22,408,No,No,0,207.7,116,210.6,99,238.2,88,9.6,5,0,False
PA,176,415,No,No,0,169.5,151,112.9,84,56.6,99,8.7,4,0,False
TX,152,415,No,No,0,141.5,102,263.0,94,207.1,113,3.4,4,2,False
VA,118,408,No,No,0,154.8,71,244.0,73,159.6,81,12.8,4,0,False
MO,101,415,Yes,No,0,133.5,51,219.6,96,210.0,74,11.7,4,1,False
ND,118,408,No,No,0,224.6,94,225.9,120,269.0,105,12.5,8,2,False
FL,105,415,No,No,0,273.8,97,289.7,106,269.1,126,5.8,3,2,True
KY,71,415,No,No,0,104.0,92,197.0,125,110.1,123,14.6,8,0,False
MD,71,415,No,Yes,31,115.4,90,217.4,78,239.9,102,13.1,4,1,False
IN,68,415,No,No,0,222.1,107,199.4,102,162.4,107,9.4,3,2,False
MA,66,415,No,No,0,116.4,98,95.6,74,181.5,94,10.5,3,3,False
ND,101,415,No,No,0,217.7,118,231.7,128,185.3,128,0.0,0,3,False
VT,116,415,No,No,0,129.4,84,157.3,89,215.5,77,13.3,3,0,False
CT,54,415,No,Yes,33,161.8,73,273.0,58,153.9,76,13.7,4,0,False
VA,112,408,No,Yes,29,198.8,122,238.6,114,289.5,69,11.5,5,1,False
MS,122,408,No,Yes,45,147.8,85,147.4,93,203.5,110,14.0,5,1,False
AK,74,415,No,No,0,262.3,114,198.9,96,165.9,90,6.6,5,3,False
WY,90,415,No,No,0,246.4,83,160.3,88,170.9,99,7.6,7,1,False
NY,112,415,No,No,0,174.3,123,140.2,124,215.4,89,9.0,6,4,True
NC,85,510,No,No,0,183.4,111,168.8,98,199.7,97,9.9,4,4,False
IL,100,415,No,No,0,191.9,95,200.9,101,271.9,74,18.2,3,1,False
OH,114,415,No,No,0,187.8,109,154.6,97,213.9,102,10.1,3,2,False
RI,83,510,No,No,0,259.7,106,152.7,116,224.7,92,10.2,2,0,False
WY,157,415,Yes,No,0,180.4,123,194.0,98,227.3,88,8.4,5,0,False
OR,51,510,No,No,0,51.8,107,230.2,104,227.5,118,10.4,4,2,False
NV,42,415,No,No,0,303.9,106,232.2,54,147.1,76,5.8,3,1,True
ND,101,415,No,Yes,36,123.7,125,172.6,106,280.5,127,8.8,4,1,True
OR,112,510,No,No,0,206.2,122,164.5,94,140.3,101,12.6,7,3,False
ND,56,510,No,No,0,164.3,92,233.7,107,187.3,104,11.8,1,2,False
NJ,53,408,No,No,0,228.6,117,132.8,123,227.2,124,10.1,2,9,True
WV,64,415,No,Yes,22,200.4,80,131.1,84,230.7,67,7.6,5,1,False
VA,123,408,No,No,0,154.3,107,183.0,111,54.0,134,10.9,8,0,False
ID,68,510,No,Yes,30,122.9,93,233.5,91,199.5,144,9.6,2,2,False
CT,40,510,Yes,No,0,220.8,100,265.7,106,212.8,94,6.4,3,0,False
NM,132,408,No,No,0,214.6,78,251.7,98,240.8,88,13.9,2,0,False
CT,120,408,Yes,No,0,202.0,123,184.3,78,176.0,89,7.4,2,2,True
MI,108,408,No,Yes,32,209.5,108,109.6,64,189.7,145,9.1,6,6,True
SC,161,510,No,No,0,297.9,141,238.1,107,240.5,93,8.9,5,1,True
SC,130,415,No,No,0,212.8,102,189.8,137,170.1,105,10.6,4,0,True
MT,130,408,No,Yes,19,152.9,87,213.2,99,205.3,114,10.8,6,2,False
WY,90,510,No,No,0,125.4,158,269.1,83,238.6,103,11.0,7,1,False
NE,139,415,No,Yes,25,138.3,96,80.6,79,163.7,83,8.3,8,0,False
IN,57,415,No,No,0,189.3,157,174.9,70,221.9,117,11.2,5,3,False
CO,128,510,No,No,0,199.3,86,194.8,102,298.2,82,14.3,2,4,False
MD,107,415,No,No,0,294.9,71,192.8,78,148.1,87,13.2,5,1,True
OK,177,408,No,No,0,175.4,99,155.3,83,179.4,86,11.5,3,1,False
SD,121,415,No,No,0,179.4,70,143.0,93,116.3,113,11.2,5,1,False
SC,99,510,Yes,Yes,39,126.8,94,293.6,115,174.1,91,8.4,4,0,False
NY,77,415,No,Yes,33,143.0,101,212.2,102,104.9,120,15.3,4,5,True
WV,21,415,No,No,0,91.9,109,198.4,111,171.7,125,13.0,7,2,False
WA,56,408,No,No,0,210.4,80,176.6,96,149.7,56,15.5,4,1,False
ID,92,415,No,Yes,29,201.3,130,203.7,115,129.9,113,6.4,6,1,True
MN,81,510,No,No,0,145.6,59,287.9,131,181.7,121,9.2,4,2,False
TX,139,510,Yes,Yes,31,203.5,82,200.3,72,214.0,112,13.4,6,1,True
AZ,68,415,No,No,0,232.4,76,153.3,103,214.6,107,10.5,2,1,False
DE,183,415,No,Yes,8,86.5,119,285.2,97,180.4,133,8.7,2,2,False
WI,165,408,No,No,0,156.0,88,276.1,81,175.9,94,9.3,5,1,False
WI,89,415,No,No,0,326.3,112,165.1,110,162.9,97,7.5,1,1,True
NJ,59,510,No,No,0,195.0,58,198.5,88,304.3,110,14.8,9,0,False
IL,16,415,Yes,No,0,110.0,91,147.3,75,190.5,73,6.4,7,0,False
DC,114,415,No,No,0,147.1,119,161.0,111,275.9,106,9.0,3,5,True
IA,113,510,No,No,0,156.0,141,256.8,72,175.3,123,11.9,5,2,False
GA,120,408,No,No,0,98.2,99,186.7,85,146.7,96,9.3,4,2,False
AK,115,415,No,No,0,210.6,120,153.1,84,262.2,79,11.0,5,0,False
MN,100,415,Yes,No,0,159.9,94,179.9,95,154.4,102,11.6,2,2,True
SC,1,408,No,No,0,123.8,113,236.2,77,73.2,81,3.7,2,0,False
MT,97,415,No,Yes,15,117.6,97,196.3,126,157.4,113,6.4,3,1,False
KY,55,415,No,Yes,28,105.3,82,197.4,109,187.5,91,8.6,6,2,False
WV,75,415,No,No,0,111.7,121,237.3,119,253.5,110,13.1,6,1,False
ID,83,415,No,No,0,159.3,104,202.3,98,229.0,73,9.5,3,2,False
MN,40,510,No,No,0,81.7,123,210.2,108,212.0,64,11.3,3,6,True
MA,101,415,No,Yes,21,238.0,88,209.6,84,233.0,95,10.0,5,2,False
MD,120,415,No,Yes,40,128.1,99,247.7,78,199.7,121,15.6,3,0,False
SD,183,415,No,Yes,31,171.2,104,193.6,74,196.5,85,10.2,4,1,False
PA,75,510,No,No,0,109.0,88,259.3,120,182.1,119,13.3,3,4,True
KY,80,415,No,No,0,220.0,114,207.7,76,168.4,137,12.1,3,2,False
ID,88,415,No,No,0,55.6,65,242.7,121,176.3,134,11.3,4,0,False
NY,112,415,No,Yes,23,286.6,79,315.3,102,193.9,101,10.3,6,1,False
NM,63,510,No,No,0,207.6,96,229.0,112,162.6,131,13.3,2,1,False
CA,105,415,No,Yes,31,109.6,108,249.3,119,321.2,101,8.3,4,4,True
WY,177,415,No,No,0,175.7,120,168.6,90,198.9,110,14.6,4,1,False
NM,118,510,No,No,0,205.2,115,184.8,137,176.1,115,7.0,6,0,False
ID,82,510,No,Yes,34,232.6,121,153.2,115,286.7,77,4.7,3,3,False
NC,74,415,No,No,0,102.7,89,149.3,100,188.1,114,11.0,5,0,False
AL,125,408,No,No,0,169.3,90,156.0,138,210.8,106,11.6,6,2,False
VA,138,415,No,No,0,251.0,119,91.2,96,142.2,87,13.8,3,3,False
ID,119,415,No,No,0,230.4,117,225.0,101,198.5,111,7.6,6,3,False
NY,137,510,No,No,0,109.8,120,230.5,86,255.8,103,11.9,6,1,False
NC,182,415,No,No,0,279.5,118,203.2,113,174.2,101,10.7,4,2,True
HI,134,415,No,Yes,38,214.4,93,211.7,57,165.0,79,10.0,8,1,False
DC,45,415,No,No,0,96.1,103,246.8,134,229.7,92,9.7,4,1,False
LA,163,408,No,Yes,23,224.0,126,233.5,89,293.9,104,8.8,4,1,False
HI,105,415,No,No,0,211.1,99,176.7,66,221.5,96,14.7,7,4,False
FL,119,415,No,No,0,109.2,96,153.1,80,240.0,102,9.8,5,2,False
WY,78,408,No,No,0,220.0,95,179.9,121,188.2,109,11.5,5,0,False
OR,125,408,No,Yes,32,96.5,109,145.8,109,174.4,82,9.4,2,1,False
IN,88,415,No,No,0,183.5,93,170.5,80,193.8,88,8.3,5,3,False
MD,83,408,No,Yes,38,107.9,90,140.4,94,253.6,79,10.5,2,0,False
TN,3,510,Yes,No,0,161.0,96,244.9,82,180.8,103,7.7,6,1,False
WA,48,510,No,No,0,149.2,146,161.9,109,197.9,109,8.3,2,3,False
IN,129,415,No,No,0,137.8,120,225.8,110,145.2,95,10.2,6,1,True
